1_SO248_Alg	10_SO248_Alg	100_SO248_Alg	101_SO248_Alg	102_SO248_Alg	103_SO248_Alg	104_SO248_Alg	105_SO248_Alg	106_SO248_Alg	107_SO248_Alg	108_SO248_Alg	109_SO248_Alg	11_SO248_Alg	110_SO248_Alg	111_SO248_Alg	112_SO248_Alg	113_SO248_Alg	114_SO248_Alg	115_SO248_Alg	116_SO248_Alg	117_SO248_Alg	118_SO248_Alg	12_SO248_Alg	13_SO248_Alg	14_SO248_Alg	15_SO248_Alg	16_SO248_Alg	17_SO248_Alg	18_SO248_Alg	19_SO248_Alg	2_SO248_Alg	20_SO248_Alg	21_SO248_Alg	22_SO248_Alg	23_SO248_Alg	24_SO248_Alg	25_SO248_Alg	26_SO248_Alg	27_SO248_Alg	28_SO248_Alg	29_SO248_Alg	3_SO248_Alg	30_SO248_Alg	31_SO248_Alg	32_SO248_Alg	33_SO248_Alg	34_SO248_Alg	35_SO248_Alg	36_SO248_Alg	37_SO248_Alg	38_SO248_Alg	39_SO248_Alg	4_SO248_Alg	40_SO248_Alg	41_SO248_Alg	42_SO248_Alg	43_SO248_Alg	44_SO248_Alg	45_SO248_Alg	46_SO248_Alg	47_SO248_Alg	48_SO248_Alg	49_SO248_Alg	5_SO248_Alg	50_SO248_Alg	51_SO248_Alg	52_SO248_Alg	53_SO248_Alg	54_SO248_Alg	55_SO248_Alg	56_SO248_Alg	57_SO248_Alg	58_SO248_Alg	59_SO248_Alg	6_SO248_Alg	60_SO248_Alg	61_SO248_Alg	62_SO248_Alg	63_SO248_Alg	64_SO248_Alg	65_SO248_Alg	66_SO248_Alg	67_SO248_Alg	68_SO248_Alg	69_SO248_Alg	7_SO248_Alg	70_SO248_Alg	71_SO248_Alg	72_SO248_Alg	73_SO248_Alg	74_SO248_Alg	75_SO248_Alg	76_SO248_Alg	77_SO248_Alg	78_SO248_Alg	79_SO248_Alg	8_SO248_Alg	80_SO248_Alg	81_SO248_Alg	82_SO248_Alg	83_SO248_Alg	84_SO248_Alg	85_SO248_Alg	86_SO248_Alg	87_SO248_Alg	88_SO248_Alg	89_SO248_Alg	9_SO248_Alg	90_SO248_Alg	91_SO248_Alg	92_SO248_Alg	93_SO248_Alg	94_SO248_Alg	95_SO248_Alg	96_SO248_Alg	97_SO248_Alg	98_SO248_Alg	99_SO248_Alg	119_SO248_Alg	120_SO248_Alg	121_SO248_Alg	122_SO248_Alg	123_SO248_Alg	124_SO248_Alg	125_SO248_Alg	126_SO248_Alg	127_SO248_Alg	128_SO248_Alg	129_SO248_Alg	130_SO248_Alg	131_SO248_Alg	132_SO248_Alg	133_SO248_Alg	134_SO248_Alg	135_SO248_Alg	136_SO248_Alg
sq34	192	59	0	0	0	0	2	1	28	0	0	0	217	0	0	0	0	0	0	2	0	4	454	208	798	671	508	478	268	372	160	418	0	0	0	1	2	0	2	50	0	139	0	0	414	279	320	447	119	194	169	116	147	120	83	658	537	0	534	634	571	1046	518	59	751	631	0	1	1	0	1	0	0	0	101	0	0	0	4	203	4	210	0	277	5	146	78	8	255	11	217	1	51	0	74	1	63	88	2	37	3	77	10	88	624	495	90	121	622	1	571	75	474	106	0	510	53	479	165	13	95	5	22	11	19	353	9	181	2	101	2	5	8	5	176	7
sq35	1	2	284	1074	171	1509	386	1891	0	371	857	484	0	722	325	973	216	446	216	103	118	0	0	0	0	0	0	0	0	0	1	2	103	55	76	37	54	50	50	14	21	1	9	33	6	3	6	6	3	6	5	5	1	3	0	0	0	0	1	0	0	0	2	2	0	0	447	1538	1904	2018	912	1052	901	434	1	219	287	327	9	3	0	1	0	0	0	3	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq36	8	1	363	1105	181	1740	287	1459	0	272	1077	326	1	894	199	1308	133	219	604	64	385	0	2	1	0	2	0	1	0	0	3	22	673	543	412	386	434	336	389	177	635	3	253	584	0	3	1	1	2	2	0	1	2	3	2	0	0	0	0	0	0	2	0	1	0	1	320	394	405	449	554	633	349	409	0	577	453	560	34	0	3	2	1	3	0	2	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq37	190	128	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	5	0	38	99	181	316	56	69	118	9	28	877	46	0	0	0	0	0	0	4	4	0	650	0	0	163	164	260	245	260	249	129	317	1095	149	54	67	53	0	37	44	34	86	9	719	18	39	0	0	0	0	0	0	0	0	430	0	0	0	65	303	36	262	0	155	53	539	262	24	48	6	19	76	1152	105	1542	223	414	1243	95	572	33	98	8	82	57	45	43	202	91	0	64	13	37	72	0	72	15	70	394	156	516	222	129	257	8	78	14	1095	148	1223	176	137	78	22	185	22
sq38	13	25	104	483	58	726	50	480	0	71	440	77	5	508	65	503	29	54	459	58	297	0	22	9	58	21	16	22	17	5	22	15	41	49	44	46	53	49	53	68	128	13	66	101	275	221	211	300	192	330	262	271	35	321	334	257	230	0	164	200	143	344	166	26	183	156	340	342	214	288	405	508	389	534	23	784	846	810	7	248	0	299	1	381	24	43	201	15	166	10	155	0	3	0	14	0	38	18	0	6	1	10	0	8	294	197	25	22	211	6	246	42	264	43	0	176	34	299	466	44	334	32	71	38	17	293	11	82	2	32	0	1	0	2	28	5
sq39	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	6	8	2	3	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	3	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	131	45	0	0	2	0	0	0	0	1	3	1	1106	129	76	174	180	3418	0	1793	248	960	980	250	2845	25	1536	325	395	0	4	0	1	6	13	255	46	1642	0	1	0	1	9	1	111	80	2832
sq40	319	367	0	0	0	0	1	1	0	0	0	0	218	0	0	0	0	0	0	5	2	97	394	247	978	352	439	367	400	535	729	437	0	1	0	0	0	0	5	50	0	469	0	0	119	122	169	224	134	251	158	284	1052	205	131	104	95	0	87	166	176	291	134	592	278	274	0	0	0	0	1	0	0	0	426	0	0	0	8	71	10	52	0	101	5	655	27	0	66	6	33	1	201	4	412	9	553	635	11	115	3	279	7	174	248	177	20	561	242	3	210	30	282	52	1	355	40	399	106	6	69	3	12	6	3	99	7	675	15	474	11	10	9	12	629	29
sq41	6	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	93	0	0	0	0	0	0	0	2	0	0	58	0	0	2	5	23	9	20	77	39	34	42	42	18	0	0	0	0	0	0	0	0	125	0	1	0	0	0	0	0	0	0	0	102	0	0	0	40	69	23	37	0	33	360	177	198	123	0	0	0	83	563	114	818	151	151	711	984	725	305	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	457	1178	528	403	405	497	0	0	0	2908	1895	3249	662	535	275	1	0	0
sq42	68	287	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	44	0	253	9	13	4	3	1	0	1	0	59	3	0	0	0	0	0	0	11	0	0	102	0	0	279	209	301	440	323	1673	777	813	100	1098	1264	26	33	0	22	12	19	63	3	201	8	15	0	0	0	0	0	0	0	0	440	0	0	0	4	219	9	164	0	321	77	460	551	80	9	3	7	1	36	1	83	6	185	189	6	187	8	2	1	2	71	74	7	368	25	0	24	159	351	8	0	66	2	29	2439	95	829	164	660	241	5	16	1	1440	8	499	11	19	32	1	5	0
sq43	0	3	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	2	1	7	5	0	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	4	2	9	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	613	68	51	0	0	1	0	0	0	0	1	0	0	1614	99	95	172	168	2793	0	1606	106	795	909	213	2240	2	1168	169	329	3	2	0	3	6	15	232	49	1378	0	1	1	3	7	2	169	131	3799
sq44	6	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	2	0	0	158	0	0	0	0	0	0	0	6	0	0	143	0	0	76	155	327	315	1332	2402	1284	838	137	747	616	0	0	0	0	2	1	2	8	405	7	7	0	0	0	0	0	0	0	0	338	0	0	0	94	255	42	232	0	262	133	448	426	171	0	0	0	23	154	33	274	47	195	295	24	133	29	0	0	0	10	4	0	213	0	0	0	0	7	0	0	2	0	3	1176	708	979	428	1378	566	0	0	0	289	54	286	31	51	65	0	0	0
sq45	718	137	9	6	0	16	0	16	0	2	9	0	390	7	4	9	4	1	13	4	11	0	229	107	1394	467	151	44	285	65	532	14	38	24	21	23	39	22	34	15	16	408	19	25	410	193	264	361	104	186	133	42	857	93	37	287	139	0	152	242	81	96	140	234	66	23	12	13	15	28	16	23	15	11	351	3	8	5	11	97	10	90	0	149	6	446	64	5	135	3	44	1	168	0	361	13	78	753	19	137	9	692	4	108	177	172	60	218	428	1	210	22	181	91	2	552	4	175	218	10	116	5	27	12	3	108	8	1063	19	635	11	20	14	9	471	45
sq46	10	0	96	379	88	554	113	571	1	178	654	222	0	534	128	937	134	233	661	103	502	0	0	2	0	0	0	0	0	0	1	38	467	394	369	323	527	465	450	404	519	2	262	525	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	367	582	616	608	765	920	445	1052	0	427	513	610	37	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq47	0	1	0	0	0	0	0	1	5	0	11	1	12	0	0	2	0	0	0	0	0	0	95	62	69	15	149	122	11	109	0	58	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	11	86	0	12	21	179	313	21	0	114	103	0	0	14	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	23	1	2	2	403	236	58	0	0	5	2	3	11	0	19	4	4	470	118	42	367	658	1674	4	743	353	370	285	208	878	0	350	134	115	2	496	34	617	134	161	1380	457	1160	3	302	80	366	75	75	701	792	1559
sq48	241	44	0	0	0	0	0	1	0	0	0	0	169	0	0	0	0	0	0	1	0	0	311	227	504	195	190	249	71	25	261	48	0	0	0	0	1	0	1	5	0	271	0	0	275	180	252	219	128	269	117	89	291	82	42	285	224	0	141	224	139	309	107	156	66	91	0	0	0	0	0	1	0	0	180	0	0	0	150	130	63	131	0	212	57	152	59	67	111	122	109	76	155	91	216	151	94	292	48	97	55	172	106	155	277	243	643	132	207	71	258	159	98	601	0	148	102	108	145	227	108	115	222	204	584	233	225	309	161	250	160	189	97	393	486	375
sq49	2	0	503	40	450	96	950	142	2	2204	447	2660	0	257	2056	911	971	2111	347	722	117	0	0	0	0	1	0	0	0	0	0	6	28	31	49	19	61	43	42	50	97	0	66	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	73	126	104	199	203	130	317	0	105	129	175	18	0	2	0	0	0	0	0	0	0	2	11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq50	9	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	32	147	35	48	64	154	78	27	104	41	33	0	0	0	0	0	0	1	2	0	54	0	0	4	101	355	233	204	557	378	156	67	179	152	5	497	1	38	242	695	447	96	73	309	152	0	0	0	0	0	0	0	0	84	0	0	0	465	226	195	222	0	156	214	112	91	141	64	675	63	54	51	71	127	91	40	84	84	49	42	55	362	39	195	255	551	55	407	147	367	172	130	379	1	381	183	338	289	675	233	435	641	368	250	82	326	74	61	74	48	35	48	23	24	66
sq51	12	0	90	277	73	489	55	446	0	78	381	156	0	350	89	462	98	105	540	58	344	0	1	1	0	0	0	0	0	0	1	30	497	467	405	365	576	500	489	434	585	1	319	482	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	291	767	796	792	890	956	566	1108	0	281	415	463	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq52	3	0	170	447	91	685	175	637	0	243	734	255	0	538	170	959	120	202	597	135	418	0	4	0	0	0	0	0	0	0	1	27	443	370	393	334	425	385	411	212	236	2	156	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	418	703	754	741	882	953	462	626	0	218	255	306	20	0	2	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq53	73	24	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	6	0	0	70	34	170	46	10	11	5	1	63	2	0	0	0	0	0	0	0	1	0	70	0	0	689	429	523	716	238	459	316	181	82	267	135	1201	577	1	488	383	288	575	179	36	185	121	0	0	1	0	0	1	0	0	55	0	0	0	6	202	5	189	0	243	12	65	118	9	271	11	166	0	17	1	43	0	18	62	0	15	0	44	0	22	598	531	129	37	792	0	538	58	349	158	0	1010	54	638	354	24	237	23	24	20	15	352	9	51	3	38	1	2	1	1	26	0
sq54	15	0	277	655	144	1088	192	818	0	223	620	229	0	559	148	852	142	227	333	64	151	0	0	3	0	0	0	0	0	0	1	20	589	531	394	416	560	443	581	260	1070	3	283	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	229	186	140	172	270	401	282	294	0	473	348	360	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq55	24	21	0	13	2	22	12	15	3	2	19	7	24	14	3	15	0	3	12	2	11	11	36	27	71	35	44	51	29	30	17	37	3	1	4	2	4	3	2	0	2	17	1	9	332	240	246	304	172	294	203	248	27	248	229	637	483	0	392	544	458	1016	551	13	624	462	8	24	3	10	9	16	9	24	16	29	25	32	6	246	5	233	0	336	20	20	131	10	344	26	322	0	1	0	13	2	14	13	0	9	0	10	0	12	568	429	78	26	407	1	552	70	463	67	0	283	72	526	323	35	271	31	61	31	40	667	30	49	1	39	0	3	2	2	44	0
sq56	0	0	148	7	42	7	204	5	2551	57	4	44	0	2	41	29	49	88	12	53	3	7632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	33	8	2	0	14	22	0	1	10	10	58	5	0	0	0	0	0	0	0	0	1	0	0	1	0	6	21	15	0	6	1671	5	4	8	13	2295	5	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq57	1	0	236	965	116	1297	172	1177	0	207	994	205	0	746	152	1132	94	125	642	77	364	0	0	0	0	0	0	0	0	0	0	2	22	30	18	20	57	21	23	26	44	0	28	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	297	452	457	503	629	707	387	566	0	792	645	799	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq58	10	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	5	0	0	50	0	7	0	0	0	0	0	0	0	5	0	0	20	0	0	12	2	6	6	695	941	852	130	16	83	225	0	0	0	0	5	0	0	48	1084	0	0	0	0	0	0	0	0	0	0	456	0	0	0	14	10	4	8	0	28	1463	1047	260	826	0	0	0	7	11	13	22	12	71	49	934	329	373	0	0	0	2	4	8	49	0	0	1	7	9	33	0	17	0	2	566	1014	320	200	475	194	1	0	0	952	238	651	49	55	117	1	0	0
sq59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	31	115	26	0	19	221	0	50	336	0	0	0	367	92	349	194	223	0	115	607	174	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1068	79	622	1619	936	0	0	0	355	1144	425	1158	1474	2446	1	0	0
sq60	8	0	145	392	57	598	137	540	0	125	474	168	0	359	79	627	66	118	326	66	283	0	2	1	0	1	0	0	0	0	1	31	407	374	350	279	506	396	432	359	475	1	230	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	374	551	590	524	564	725	374	781	0	363	426	484	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq61	88	125	0	0	0	0	0	0	10	0	0	0	63	0	0	0	0	0	0	3	0	0	130	78	317	382	185	41	433	113	179	14	0	0	0	1	0	0	5	2	0	170	0	0	322	203	308	428	219	263	373	159	337	114	227	306	209	0	169	469	176	65	585	229	213	19	0	0	1	0	0	1	0	0	135	0	0	0	6	172	3	141	0	220	8	389	84	4	62	3	67	0	68	2	170	2	119	224	6	54	3	71	1	69	546	591	3	86	14	0	178	83	764	5	0	116	33	265	447	25	266	18	39	27	15	207	27	514	5	305	3	12	10	3	205	23
sq62	0	9598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	377	0	0	0	0	0	0	0	0	0	0	0	0	140	0	7	1658	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2352	2	0	0	1	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq63	103	37	0	1	0	0	5	0	40	0	0	0	145	0	0	0	0	0	0	2	0	0	167	181	413	133	175	220	29	97	134	132	0	0	0	0	0	0	2	16	0	80	0	0	351	130	286	306	130	151	165	63	133	51	75	714	593	0	382	333	337	728	140	61	229	237	0	0	0	0	1	0	0	0	53	0	0	0	2	112	1	142	0	175	12	95	82	4	290	18	228	4	64	4	76	2	44	109	7	46	1	96	4	113	668	598	199	36	581	35	663	88	440	157	1	472	105	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq64	30	7	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	123	145	293	84	220	357	33	47	50	106	0	1	0	0	0	0	0	14	0	48	0	0	200	173	227	254	135	237	160	66	74	77	91	401	415	0	223	466	713	1804	348	43	493	561	0	0	0	0	0	0	0	0	26	0	0	0	4	166	4	121	0	188	20	55	90	14	59	5	124	0	38	0	65	1	14	136	4	25	2	24	1	78	223	219	1	14	13	34	630	19	102	4	0	21	116	880	442	33	292	9	61	15	29	339	10	174	1	115	2	1	0	6	186	4
sq65	7	0	282	517	116	730	170	693	0	238	650	259	0	514	146	839	117	193	432	82	302	0	0	1	0	0	0	0	0	0	1	31	568	437	413	304	576	411	444	244	361	1	190	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	304	358	280	404	438	247	267	0	217	129	252	32	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq66	19	28	3	11	3	16	1	9	1	5	13	1	10	8	3	14	2	3	14	5	13	0	31	17	40	19	32	39	48	29	34	17	2	0	2	1	3	3	0	9	0	22	2	3	378	331	283	344	277	434	248	499	31	500	387	393	310	0	245	364	312	714	544	35	494	468	11	12	5	12	19	10	9	22	20	24	38	30	7	274	7	295	0	351	38	45	176	9	178	15	142	0	4	0	23	1	31	19	2	7	0	10	0	10	318	277	29	34	207	9	312	55	302	42	0	158	35	373	403	43	400	50	84	61	22	470	14	50	0	43	0	1	3	0	20	2
sq67	5	0	60	254	42	360	60	323	0	83	405	109	0	357	84	431	63	105	596	48	363	0	1	0	0	0	0	0	0	0	0	28	342	386	365	265	474	435	409	383	473	0	338	436	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	245	540	602	648	549	776	427	764	0	259	347	372	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq68	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	9	91	1	0	0	0	0	0	0	13	0	0	46	0	0	0	12	22	9	474	190	319	154	48	51	152	0	0	0	0	0	4	1	0	1182	1	0	0	0	0	0	0	0	0	0	275	0	0	0	167	180	100	148	0	66	237	913	110	52	0	0	0	379	669	258	717	115	328	238	376	262	58	0	0	0	2	7	0	236	0	18	0	1	0	0	0	0	5	0	149	548	263	287	185	351	0	0	2	444	438	777	288	377	204	3	3	0
sq69	2	0	482	446	136	586	691	625	1	441	865	549	0	624	747	975	174	297	433	189	241	0	0	0	0	0	0	0	0	0	0	11	391	256	457	320	134	441	478	139	106	0	130	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	133	90	197	212	63	371	188	80	0	80	68	23	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq70	5	10	115	243	38	414	106	241	0	68	274	58	8	263	42	403	37	52	313	47	204	38	12	7	25	17	4	13	14	7	18	17	26	17	18	20	37	46	31	56	86	5	40	83	131	104	105	134	81	112	76	142	12	145	125	182	127	0	108	147	142	344	240	8	190	210	194	255	197	229	352	423	268	578	6	621	756	647	4	92	1	89	0	113	8	18	41	2	79	2	68	0	0	0	4	0	7	0	0	1	0	2	0	2	137	105	10	9	87	0	148	25	128	15	1	56	25	140	143	15	134	17	25	19	2	194	7	9	0	8	0	0	0	0	9	0
sq71	281	54	0	0	0	0	0	0	0	0	0	1	307	0	0	0	0	0	0	0	0	0	301	266	620	338	411	562	546	641	262	662	0	0	1	0	0	0	0	69	0	210	0	0	97	61	99	89	32	60	44	23	331	36	15	128	93	1	48	88	69	199	108	158	193	151	0	0	0	0	0	0	1	0	102	0	0	0	7	54	1	37	0	61	4	215	27	2	49	8	46	4	108	9	183	10	70	242	15	95	11	160	10	168	127	97	38	184	82	0	118	35	104	42	0	69	20	134	44	15	54	11	24	25	7	98	13	326	18	248	40	45	25	23	479	30
sq72	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	18	0	0	0	3	0	5	2	3	4	4	13	2	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	33	0	0	0	68	23	38	14	0	13	27	50	8	94	0	0	0	420	181	321	207	934	10	271	209	123	460	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	29	249	26	305	625	251	0	0	0	454	1113	325	1689	1194	1987	2	0	0
sq73	8	0	122	343	41	560	64	456	0	85	350	89	0	307	50	412	38	74	280	31	157	0	1	3	1	0	0	0	0	0	2	26	587	542	532	463	679	502	538	318	916	0	399	714	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	131	176	231	204	184	214	146	156	0	203	154	188	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq74	10	10	2	21	5	25	5	24	0	1	14	7	20	14	5	33	0	6	21	4	21	0	32	21	61	28	27	41	25	11	15	22	1	2	2	1	2	3	2	8	6	8	3	2	243	181	175	247	135	244	195	216	26	230	221	390	337	0	263	354	319	703	382	13	394	392	15	8	11	12	19	24	19	28	9	36	46	52	3	214	4	221	0	295	18	15	146	12	241	14	199	0	6	0	8	0	24	13	0	4	0	8	3	8	414	275	53	11	271	1	409	52	325	73	0	229	42	358	268	31	230	20	49	30	24	452	19	39	1	25	0	3	0	0	12	1
sq75	8	0	85	322	53	414	125	373	0	158	335	150	0	317	157	358	117	192	370	121	211	0	0	0	0	0	0	0	0	1	6	20	330	291	281	211	411	362	311	256	435	2	254	437	4	2	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	199	359	391	491	384	530	346	571	0	254	269	316	13	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq76	3	0	34	86	15	122	11	95	0	67	222	88	0	196	51	237	213	303	917	186	614	0	4	0	0	0	0	0	0	0	2	62	212	248	258	196	555	443	440	649	682	0	488	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	57	175	197	221	342	349	291	727	0	231	356	293	17	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq77	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	5	2	40	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	47	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	52	66	4833	0	730	36	278	115	30	4643	0	362	62	122	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	69
sq78	2	0	199	447	91	577	193	490	0	183	487	184	0	413	158	649	105	201	443	66	265	0	1	0	0	0	0	0	0	0	1	14	301	278	264	193	272	265	263	149	186	0	118	196	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	212	292	355	323	320	523	312	285	0	225	237	246	34	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
